gene_id	locus_tag	start	end	strand	product	go	genome_id	accession	gene_name
cds-WP_001091387.1	USA300HOU_RS09260	1864819	1865676	-	DUF1444 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09260
cds-WP_000811163.1	USA300HOU_RS09265	1865776	1866087	-	thioredoxin family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09265
cds-WP_001024576.1	USA300HOU_RS09270	1866152	1867228	-	M42 family metallopeptidase	None	TCH1516	NC_010079.1	USA300HOU_RS09270
cds-WP_000163826.1	USA300HOU_RS09275	1867315	1867626	+	PepSY domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09275
cds-WP_000689580.1	USA300HOU_RS09280	1867751	1868593	-	MBL fold metallo-hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS09280
cds-WP_001266157.1	USA300HOU_RS09285	1869063	1869707	-	tRNA (guanosine(46)-N7)-methyltransferase TrmB	tRNA modification|0006400||IEA	TCH1516	NC_010079.1	trmB
cds-WP_000434765.1	USA300HOU_RS09290	1869722	1870513	-	phosphotransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09290
cds-WP_000411085.1	USA300HOU_RS09295	1871063	1871911	-	D-amino-acid transaminase	L-alanine oxidation to pyruvate via D-alanine|0019480||IEA	TCH1516	NC_010079.1	dat
cds-WP_000265417.1	USA300HOU_RS09300	1871915	1873324	-	Mn(2+)-dependent dipeptidase Sapep	None	TCH1516	NC_010079.1	sapep
cds-WP_001051860.1	USA300HOU_RS09305	1874074	1874496	-	YtxH domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09305
cds-WP_001217125.1	USA300HOU_RS09310	1874513	1875208	-	pseudouridine synthase	None	TCH1516	NC_010079.1	USA300HOU_RS09310
cds-WP_000004335.1	USA300HOU_RS09315	1875205	1876866	-	polysaccharide biosynthesis protein	None	TCH1516	NC_010079.1	USA300HOU_RS09315
cds-WP_000285014.1	USA300HOU_RS09320	1877273	1878541	+	NAD(P)/FAD-dependent oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS09320
cds-WP_001050548.1	USA300HOU_RS09325	1878658	1885218	-	LPXTG-anchored repetitive surface protein SasC	None	TCH1516	NC_010079.1	sasC
cds-WP_000836465.1	USA300HOU_RS09330	1885544	1885855	-	rhodanese-like domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09330
cds-WP_001549041.1	USA300HOU_RS09335	1885877	1888294	-	leucine--tRNA ligase	leucyl-tRNA aminoacylation|0006429||IEA	TCH1516	NC_010079.1	leuS
cds-WP_001025061.1	USA300HOU_RS09340	1888582	1889763	-	MFS transporter	None	TCH1516	NC_010079.1	USA300HOU_RS09340
cds-WP_000526539.1	USA300HOU_RS09345	1889873	1890826	+	TIGR01212 family radical SAM protein	None	TCH1516	NC_010079.1	USA300HOU_RS09345
cds-WP_000764419.1	USA300HOU_RS09350	1890823	1891386	+	class I SAM-dependent methyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS09350
cds-WP_000757543.1	USA300HOU_RS09355	1891506	1891907	-	MarR family transcriptional regulator	regulation of DNA-templated transcription|0006355||IEA	TCH1516	NC_010079.1	USA300HOU_RS09355
gene-USA300HOU_RS09365	USA300HOU_RS09365	1892478	1893139	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09365
cds-USA300HOU_RS09365	USA300HOU_RS09365	1892478	1893139	-	transposase	None	TCH1516	NC_010079.1	USA300HOU_RS09365
cds-WP_000266096.1	USA300HOU_RS09370	1893486	1894313	-	alpha/beta hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS09370
cds-WP_001790712.1	USA300HOU_RS09375	1894316	1894435	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09375
cds-WP_001196354.1	USA300HOU_RS09380	1894547	1895548	+	proline dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS09380
cds-WP_001008551.1	USA300HOU_RS09385	1895670	1896134	-	6%2C7-dimethyl-8-ribityllumazine synthase	None	TCH1516	NC_010079.1	ribE
cds-WP_001159022.1	USA300HOU_RS09390	1896147	1897328	-	3%2C4-dihydroxy-2-butanone-4-phosphate synthase	None	TCH1516	NC_010079.1	ribB
cds-WP_000493892.1	USA300HOU_RS09395	1897339	1897971	-	riboflavin synthase	None	TCH1516	NC_010079.1	USA300HOU_RS09395
cds-WP_000077344.1	USA300HOU_RS09400	1897978	1899021	-	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	None	TCH1516	NC_010079.1	ribD
id-NC_010079.1:1899148..1899283	None	1899148	1899283	-	None	None	TCH1516	NC_010079.1	None
cds-WP_001261677.1	USA300HOU_RS09405	1899502	1901004	-	FAD/NAD(P)-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS09405
cds-WP_000221179.1	USA300HOU_RS09410	1901527	1901841	+	metalloregulator ArsR/SmtB family transcription factor	None	TCH1516	NC_010079.1	USA300HOU_RS09410
cds-WP_000989121.1	USA300HOU_RS09415	1901841	1903133	+	arsenite efflux transporter membrane subunit ArsB	None	TCH1516	NC_010079.1	arsB
cds-WP_000163235.1	USA300HOU_RS09420	1903151	1903546	+	arsenate reductase (thioredoxin)	None	TCH1516	NC_010079.1	arsC
cds-WP_001032833.1	USA300HOU_RS09425	1903841	1904695	-	N-acetylglucosaminidase	None	TCH1516	NC_010079.1	USA300HOU_RS09425
cds-WP_000384171.1	USA300HOU_RS09430	1904971	1905195	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09430
cds-WP_000671052.1	USA300HOU_RS09435	1905394	1905864	+	RNA polymerase sigma factor SigS	None	TCH1516	NC_010079.1	sigS
cds-WP_001153742.1	USA300HOU_RS09440	1905977	1906420	+	competence protein ComK	establishment of competence for transformation|0030420||IEA	TCH1516	NC_010079.1	USA300HOU_RS09440
cds-WP_001030465.1	USA300HOU_RS09445	1906407	1906850	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09445
cds-WP_001168904.1	USA300HOU_RS09450	1907146	1907781	+	CPBP family intramembrane glutamic endopeptidase SdpA	None	TCH1516	NC_010079.1	sdpA
cds-WP_001096494.1	USA300HOU_RS09455	1908221	1908934	-	transaldolase	pentose-phosphate shunt|0006098||IEA	TCH1516	NC_010079.1	USA300HOU_RS09455
cds-WP_000091445.1	USA300HOU_RS09460	1909194	1909496	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09460
cds-WP_001200541.1	USA300HOU_RS09465	1909752	1910117	+	fluoride efflux transporter CrcB	None	TCH1516	NC_010079.1	crcB
cds-WP_000623471.1	USA300HOU_RS09470	1910114	1910467	+	CrcB family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09470
gene-USA300HOU_RS15370	USA300HOU_RS15370	1910863	1912487	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS15370
cds-USA300HOU_RS15370	USA300HOU_RS15370	1910863	1912487	+	IS1182 family transposase	None	TCH1516	NC_010079.1	USA300HOU_RS15370
cds-WP_000453320.1	USA300HOU_RS09485	1912550	1913383	-	aldo/keto reductase	None	TCH1516	NC_010079.1	USA300HOU_RS09485
cds-WP_000366154.1	USA300HOU_RS09490	1913595	1914503	-	nuclease-related domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09490
cds-WP_000933822.1	USA300HOU_RS09495	1914628	1915821	-	methionine adenosyltransferase	S-adenosylmethionine biosynthetic process|0006556||IEA	TCH1516	NC_010079.1	metK
id-NC_010079.1:1915927..1916037	None	1915927	1916037	-	None	None	TCH1516	NC_010079.1	None
cds-WP_000109906.1	USA300HOU_RS09500	1916192	1917784	+	phosphoenolpyruvate carboxykinase (ATP)	gluconeogenesis|0006094||IEA	TCH1516	NC_010079.1	pckA
cds-WP_048518122.1	USA300HOU_RS09505	1917920	1918351	-	IS200/IS605 family transposase	None	TCH1516	NC_010079.1	tnpA
cds-WP_002868962.1	USA300HOU_RS09510	1918780	1919526	-	prolyl oligopeptidase family serine peptidase	proteolysis|0006508||IEA	TCH1516	NC_010079.1	USA300HOU_RS09510
cds-WP_000672014.1	USA300HOU_RS09515	1919531	1920004	-	nucleoside triphosphatase YtkD	nucleobase-containing compound metabolic process|0006139||IEA	TCH1516	NC_010079.1	ytkD
cds-WP_000718107.1	USA300HOU_RS09520	1920070	1920327	+	membrane protein insertion efficiency factor YidD	None	TCH1516	NC_010079.1	yidD
cds-WP_000778523.1	USA300HOU_RS09525	1920324	1921325	-	o-succinylbenzoate synthase	menaquinone biosynthetic process|0009234||IEA	TCH1516	NC_010079.1	menC
cds-WP_000348360.1	USA300HOU_RS09530	1921330	1922808	-	o-succinylbenzoate--CoA ligase	menaquinone biosynthetic process|0009234||IEA	TCH1516	NC_010079.1	menE
cds-WP_011443643.1	USA300HOU_RS09535	1922967	1923422	-	DUF4909 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09535
cds-WP_001795535.1	USA300HOU_RS09540	1923725	1924375	+	excalibur calcium-binding domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09540
cds-WP_000070653.1	USA300HOU_RS09545	1924456	1925451	+	DUF4352 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09545
gene-USA300HOU_RS09550	USA300HOU_RS09550	1925527	1926153	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS09550
cds-USA300HOU_RS09550	USA300HOU_RS09550	1925527	1926153	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09550
cds-WP_000627551.1	USA300HOU_RS09555	1926194	1926538	+	DUF3969 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09555
cds-WP_000414205.1	USA300HOU_RS09560	1926636	1927187	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09560
cds-WP_000494956.1	USA300HOU_RS09565	1927405	1928046	-	ImmA/IrrE family metallo-endopeptidase	None	TCH1516	NC_010079.1	USA300HOU_RS09565
cds-WP_000809857.1	USA300HOU_RS09570	1928160	1928345	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09570
cds-WP_000375476.1	USA300HOU_RS09575	1928347	1928523	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09575
cds-WP_000070811.1	USA300HOU_RS09580	1928534	1928917	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09580
cds-WP_001549059.1	USA300HOU_RS09590	1929521	1929664	-	transposase	None	TCH1516	NC_010079.1	USA300HOU_RS09590
cds-WP_001801861.1	USA300HOU_RS15780	1929867	1929962	+	type I toxin-antitoxin system Fst family toxin PepA1	None	TCH1516	NC_010079.1	pepA1
cds-WP_001791893.1	USA300HOU_RS09595	1930085	1930186	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09595
gene-USA300HOU_RS15375	USA300HOU_RS15375	1930164	1930340	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS15375
cds-USA300HOU_RS15375	USA300HOU_RS15375	1930164	1930340	-	transposase	None	TCH1516	NC_010079.1	USA300HOU_RS15375
cds-WP_001037045.1	USA300HOU_RS09600	1930534	1930911	-	DUF1433 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09600
gene-USA300HOU_RS09605	USA300HOU_RS09605	1931432	1935543	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09605
cds-USA300HOU_RS09605	USA300HOU_RS09605	1931432	1935543	-	SMEK domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09605
cds-WP_000072576.1	USA300HOU_RS09615	1936393	1937592	-	restriction endonuclease subunit S	None	TCH1516	NC_010079.1	USA300HOU_RS09615
cds-WP_000028659.1	USA300HOU_RS09620	1937585	1939141	-	type I restriction-modification system subunit M	DNA methylation|0006306||IEA,DNA restriction-modification system|0009307||IEA	TCH1516	NC_010079.1	USA300HOU_RS09620
cds-WP_001791797.1	USA300HOU_RS09625	1939305	1939439	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09625
cds-WP_001038688.1	USA300HOU_RS09630	1939504	1940223	-	serine protease SplF	None	TCH1516	NC_010079.1	splF
cds-WP_001038759.1	USA300HOU_RS09635	1940374	1941090	-	serine protease SplE	None	TCH1516	NC_010079.1	splE
cds-WP_001038704.1	USA300HOU_RS09640	1941248	1941967	-	serine protease SplD	None	TCH1516	NC_010079.1	splD
cds-WP_001038867.1	USA300HOU_RS09645	1942088	1942807	-	serine protease SplC	None	TCH1516	NC_010079.1	splC
cds-WP_001039447.1	USA300HOU_RS09650	1942865	1943587	-	serine protease SplB	None	TCH1516	NC_010079.1	splB
cds-WP_001039435.1	USA300HOU_RS09655	1943712	1944419	-	serine protease SplA	None	TCH1516	NC_010079.1	splA
cds-WP_001092763.1	USA300HOU_RS09665	1945383	1945949	+	DUF4888 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09665
cds-WP_000586140.1	USA300HOU_RS15380	1946423	1947121	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15380
cds-WP_000581552.1	USA300HOU_RS09675	1947118	1947879	-	lantibiotic immunity ABC transporter MutE/EpiE family permease subunit	None	TCH1516	NC_010079.1	USA300HOU_RS09675
cds-WP_001096791.1	USA300HOU_RS09680	1947876	1948568	-	lantibiotic protection ABC transporter ATP-binding subunit	None	TCH1516	NC_010079.1	USA300HOU_RS09680
cds-WP_000691541.1	USA300HOU_RS09685	1948591	1949964	-	S8 family serine peptidase	proteolysis|0006508||IEA	TCH1516	NC_010079.1	USA300HOU_RS09685
cds-WP_000504439.1	USA300HOU_RS09690	1949974	1950492	-	phosphopantothenate--cysteine ligase family flavoprotein	None	TCH1516	NC_010079.1	USA300HOU_RS09690
cds-WP_000566596.1	USA300HOU_RS09695	1950508	1951752	-	lanthionine synthetase C family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09695
cds-WP_001092605.1	USA300HOU_RS09700	1951745	1954738	-	lantibiotic dehydratase	None	TCH1516	NC_010079.1	USA300HOU_RS09700
cds-WP_000416756.1	USA300HOU_RS09705	1954803	1954946	-	gallidermin/nisin family lantibiotic	None	TCH1516	NC_010079.1	USA300HOU_RS09705
cds-WP_000416759.1	USA300HOU_RS09710	1955683	1955826	-	gallidermin/nisin family lantibiotic	None	TCH1516	NC_010079.1	USA300HOU_RS09710
cds-WP_000782464.1	USA300HOU_RS09715	1956068	1957051	-	bi-component leukocidin LukED subunit D	None	TCH1516	NC_010079.1	lukD
cds-WP_000473596.1	USA300HOU_RS09720	1957053	1957988	-	bi-component leukocidin LukED subunit E	None	TCH1516	NC_010079.1	lukE
cds-WP_000226886.1	USA300HOU_RS09725	1958787	1959326	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09725
gene-USA300HOU_RS09730	USA300HOU_RS09730	1959339	1960126	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS09730
cds-USA300HOU_RS09730	USA300HOU_RS09730	1959339	1960126	+	DUF1828 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09730
gene-USA300HOU_RS15390	USA300HOU_RS15390	1960587	1960795	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS15390
cds-USA300HOU_RS15390	USA300HOU_RS15390	1960587	1960795	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15390
rna-USA300HOU_RS09735	USA300HOU_RS09735	1961369	1961457	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09735
exon-USA300HOU_RS09735-1	USA300HOU_RS09735	1961369	1961457	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09735
rna-USA300HOU_RS09740	USA300HOU_RS09740	1961512	1961583	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09740
exon-USA300HOU_RS09740-1	USA300HOU_RS09740	1961512	1961583	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09740
rna-USA300HOU_RS09745	USA300HOU_RS09745	1961585	1961659	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09745
exon-USA300HOU_RS09745-1	USA300HOU_RS09745	1961585	1961659	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09745
rna-USA300HOU_RS09750	USA300HOU_RS09750	1961674	1961747	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09750
exon-USA300HOU_RS09750-1	USA300HOU_RS09750	1961674	1961747	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09750
rna-USA300HOU_RS09755	USA300HOU_RS09755	1961763	1961838	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09755
exon-USA300HOU_RS09755-1	USA300HOU_RS09755	1961763	1961838	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09755
rna-USA300HOU_RS09760	USA300HOU_RS09760	1961852	1961924	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09760
exon-USA300HOU_RS09760-1	USA300HOU_RS09760	1961852	1961924	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09760
rna-USA300HOU_RS09765	USA300HOU_RS09765	1961941	1962016	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09765
exon-USA300HOU_RS09765-1	USA300HOU_RS09765	1961941	1962016	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09765
rna-USA300HOU_RS09770	USA300HOU_RS09770	1962038	1962111	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09770
exon-USA300HOU_RS09770-1	USA300HOU_RS09770	1962038	1962111	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09770
cds-WP_000132890.1	USA300HOU_RS09775	1962583	1963137	-	alpha/beta hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS09775
cds-WP_000167538.1	USA300HOU_RS09785	1963460	1964860	-	protoporphyrinogen oxidase	porphyrin-containing compound biosynthetic process|0006779||IEA	TCH1516	NC_010079.1	hemY
cds-WP_000162881.1	USA300HOU_RS09790	1964884	1965807	-	ferrochelatase	porphyrin-containing compound biosynthetic process|0006779||IEA	TCH1516	NC_010079.1	hemH
cds-WP_000233527.1	USA300HOU_RS09795	1965865	1966902	-	uroporphyrinogen decarboxylase	porphyrin-containing compound biosynthetic process|0006779||IEA	TCH1516	NC_010079.1	hemE
cds-WP_001790154.1	USA300HOU_RS09800	1966892	1967002	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09800
cds-WP_000737976.1	USA300HOU_RS09805	1967165	1967668	+	signal transduction protein TRAP	None	TCH1516	NC_010079.1	traP
cds-WP_001245769.1	USA300HOU_RS09810	1967792	1969015	-	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS09810
cds-WP_000216878.1	USA300HOU_RS09815	1969008	1969748	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS09815
cds-WP_000004981.1	USA300HOU_RS09820	1969882	1970304	+	HIT family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09820
cds-WP_000648118.1	USA300HOU_RS09825	1970446	1970811	+	YtxH domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09825
cds-WP_000477959.1	USA300HOU_RS09830	1971544	1972101	+	DUF3267 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09830
cds-WP_000782121.1	USA300HOU_RS09835	1972306	1973268	+	foldase protein PrsA	None	TCH1516	NC_010079.1	USA300HOU_RS09835
cds-WP_001244175.1	USA300HOU_RS09840	1973389	1974330	-	3'-5' exoribonuclease YhaM	None	TCH1516	NC_010079.1	yhaM
cds-WP_000584648.1	USA300HOU_RS09845	1974327	1977263	-	ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS09845
cds-WP_000238227.1	USA300HOU_RS09850	1977253	1978449	-	exonuclease SbcCD subunit D	None	TCH1516	NC_010079.1	USA300HOU_RS09850
cds-WP_001791795.1	USA300HOU_RS09855	1978740	1978838	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09855
cds-WP_000290301.1	USA300HOU_RS09860	1979221	1979565	-	YlbF/YmcA family competence regulator	None	TCH1516	NC_010079.1	USA300HOU_RS09860
cds-WP_000992527.1	USA300HOU_RS09865	1979634	1980758	-	DUF445 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09865
cds-WP_000375864.1	USA300HOU_RS09870	1980937	1981401	-	helix-turn-helix transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS09870
cds-WP_001045133.1	USA300HOU_RS09875	1981757	1982380	-	response regulator transcription factor	None	TCH1516	NC_010079.1	USA300HOU_RS09875
cds-WP_000437967.1	USA300HOU_RS09880	1982402	1983514	-	GAF domain-containing sensor histidine kinase	None	TCH1516	NC_010079.1	USA300HOU_RS09880
cds-WP_000669376.1	USA300HOU_RS09885	1983677	1984498	+	RluA family pseudouridine synthase	None	TCH1516	NC_010079.1	USA300HOU_RS09885
cds-WP_000116224.1	USA300HOU_RS09890	1984961	1986346	-	class II fumarate hydratase	tricarboxylic acid cycle|0006099||IEA	TCH1516	NC_010079.1	fumC
cds-WP_000901021.1	USA300HOU_RS09895	1986542	1986937	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09895
cds-WP_000031108.1	USA300HOU_RS09905	1987714	1987866	-	SAS053 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09905
cds-WP_001251224.1	USA300HOU_RS09910	1987891	1988490	-	glucosamine-6-phosphate isomerase	None	TCH1516	NC_010079.1	USA300HOU_RS09910
cds-WP_000181398.1	USA300HOU_RS09915	1988649	1989119	-	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	tRNA modification|0006400||IEA	TCH1516	NC_010079.1	trmL
cds-WP_000379978.1	USA300HOU_RS09920	1989124	1990251	-	tRNA epoxyqueuosine(34) reductase QueG	queuosine biosynthetic process|0008616||IEA	TCH1516	NC_010079.1	queG
cds-WP_000590809.1	USA300HOU_RS09925	1990402	1991124	-	amino acid ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS09925
cds-WP_000649907.1	USA300HOU_RS09930	1991117	1992574	-	ABC transporter permease subunit	amine transport|0015837||IEA	TCH1516	NC_010079.1	USA300HOU_RS09930
cds-WP_000063582.1	USA300HOU_RS09935	1992832	1993893	-	PTS transporter subunit IIC	None	TCH1516	NC_010079.1	USA300HOU_RS09935
gene-USA300HOU_RS09940	USA300HOU_RS09940	1994386	1995704	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS09940
cds-USA300HOU_RS09940	USA300HOU_RS09940	1994386	1995704	+	ISL3-like element IS1181 family transposase	None	TCH1516	NC_010079.1	USA300HOU_RS09940
cds-WP_031784974.1	USA300HOU_RS15795	1995723	1995836	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15795
rna-USA300HOU_RS09945	USA300HOU_RS09945	1995840	1995923	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09945
exon-USA300HOU_RS09945-1	USA300HOU_RS09945	1995840	1995923	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09945
rna-USA300HOU_RS15800	USA300HOU_RS15800	1995962	1996036	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS15800
exon-USA300HOU_RS15800-1	USA300HOU_RS15800	1995962	1996036	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS15800
rna-USA300HOU_RS09950	USA300HOU_RS09950	1996140	1996214	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09950
exon-USA300HOU_RS09950-1	USA300HOU_RS09950	1996140	1996214	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09950
rna-USA300HOU_RS09955	USA300HOU_RS09955	1996222	1996295	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09955
exon-USA300HOU_RS09955-1	USA300HOU_RS09955	1996222	1996295	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09955
rna-USA300HOU_RS09960	USA300HOU_RS09960	1996301	1996372	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09960
exon-USA300HOU_RS09960-1	USA300HOU_RS09960	1996301	1996372	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09960
rna-USA300HOU_RS09965	USA300HOU_RS09965	1996384	1996456	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS09965
